Device : Tesla V100-SXM2-32GB-LS 

- Model mlp_bert_3
- Epochs 100
- Learning rate 3.0e-04   (n_gpus=8)

 -> Training


-------------   Fold 1 / 4  -------------

    -> Data Preparation
    -> 72119 training images
    -> 22358 validation images
    -> 35143010 trainable parameters
    -> 9819298 distilled parameters

Epoch 01/100 (step 2000) 	lr=1.1e-05 	 t=68s  	 loss=5.407	 val_loss=5.093    acc=0.074
Epoch 48/100 (step 106000) 	lr=2.1e-04 	 t=63s  	 loss=3.150	 val_loss=3.332    acc=0.656
Epoch 49/100 (step 108000) 	lr=2.1e-04 	 t=63s  	 loss=3.140	 val_loss=3.298    acc=0.657
Epoch 49/100 (step 110000) 	lr=2.0e-04 	 t=62s  	 loss=3.121	 val_loss=3.324    acc=0.659
Epoch 50/100 (step 112000) 	lr=2.0e-04 	 t=65s  	 loss=2.785	 val_loss=3.304    acc=0.672
Epoch 51/100 (step 114000) 	lr=2.0e-04 	 t=65s  	 loss=2.699	 val_loss=3.323    acc=0.662    acc_teach=0.687    acc_dist=0.675
Epoch 52/100 (step 116000) 	lr=1.9e-04 	 t=64s  	 loss=2.733	 val_loss=3.317    acc=0.673    acc_teach=0.685    acc_dist=0.678
Epoch 53/100 (step 118000) 	lr=1.9e-04 	 t=63s  	 loss=2.695	 val_loss=3.321    acc=0.672    acc_teach=0.690    acc_dist=0.681
Epoch 54/100 (step 120000) 	lr=1.9e-04 	 t=63s  	 loss=2.724	 val_loss=3.343    acc=0.666    acc_teach=0.687    acc_dist=0.680
Epoch 55/100 (step 122000) 	lr=1.8e-04 	 t=63s  	 loss=2.681	 val_loss=3.316    acc=0.671    acc_teach=0.686    acc_dist=0.680
Epoch 56/100 (step 124000) 	lr=1.8e-04 	 t=63s  	 loss=2.703	 val_loss=3.337    acc=0.669    acc_teach=0.687    acc_dist=0.683
Epoch 57/100 (step 126000) 	lr=1.8e-04 	 t=64s  	 loss=2.708	 val_loss=3.344    acc=0.667    acc_teach=0.684    acc_dist=0.679
Epoch 57/100 (step 128000) 	lr=1.7e-04 	 t=62s  	 loss=2.657	 val_loss=3.291    acc=0.685    acc_teach=0.692    acc_dist=0.686
Epoch 58/100 (step 130000) 	lr=1.7e-04 	 t=64s  	 loss=2.657	 val_loss=3.292    acc=0.680    acc_teach=0.690    acc_dist=0.686
Epoch 59/100 (step 132000) 	lr=1.7e-04 	 t=64s  	 loss=2.625	 val_loss=3.285    acc=0.684    acc_teach=0.693    acc_dist=0.683
Epoch 60/100 (step 134000) 	lr=1.6e-04 	 t=63s  	 loss=2.649	 val_loss=3.302    acc=0.677    acc_teach=0.691    acc_dist=0.687
Epoch 61/100 (step 136000) 	lr=1.6e-04 	 t=63s  	 loss=2.637	 val_loss=3.302    acc=0.679    acc_teach=0.689    acc_dist=0.682
Epoch 62/100 (step 138000) 	lr=1.5e-04 	 t=63s  	 loss=2.617	 val_loss=3.313    acc=0.673    acc_teach=0.694    acc_dist=0.691
Epoch 63/100 (step 140000) 	lr=1.5e-04 	 t=63s  	 loss=2.629	 val_loss=3.317    acc=0.676    acc_teach=0.691    acc_dist=0.684
Epoch 64/100 (step 142000) 	lr=1.5e-04 	 t=63s  	 loss=2.591	 val_loss=3.287    acc=0.680    acc_teach=0.690    acc_dist=0.688
Epoch 65/100 (step 144000) 	lr=1.4e-04 	 t=64s  	 loss=2.610	 val_loss=3.279    acc=0.681    acc_teach=0.691    acc_dist=0.687
Epoch 65/100 (step 146000) 	lr=1.4e-04 	 t=62s  	 loss=2.593	 val_loss=3.287    acc=0.679    acc_teach=0.693    acc_dist=0.686
Epoch 66/100 (step 148000) 	lr=1.4e-04 	 t=63s  	 loss=2.562	 val_loss=3.277    acc=0.685    acc_teach=0.692    acc_dist=0.690
Epoch 67/100 (step 150000) 	lr=1.3e-04 	 t=63s  	 loss=2.564	 val_loss=3.284    acc=0.683    acc_teach=0.696    acc_dist=0.693
Epoch 68/100 (step 152000) 	lr=1.3e-04 	 t=63s  	 loss=2.559	 val_loss=3.273    acc=0.689    acc_teach=0.695    acc_dist=0.695
Epoch 69/100 (step 154000) 	lr=1.3e-04 	 t=64s  	 loss=2.538	 val_loss=3.279    acc=0.683    acc_teach=0.698    acc_dist=0.692
Epoch 70/100 (step 156000) 	lr=1.2e-04 	 t=63s  	 loss=2.521	 val_loss=3.274    acc=0.684    acc_teach=0.695    acc_dist=0.698
Epoch 71/100 (step 158000) 	lr=1.2e-04 	 t=64s  	 loss=2.536	 val_loss=3.267    acc=0.685    acc_teach=0.692    acc_dist=0.692
Epoch 72/100 (step 160000) 	lr=1.2e-04 	 t=64s  	 loss=2.525	 val_loss=3.278    acc=0.681    acc_teach=0.695    acc_dist=0.695
Epoch 73/100 (step 162000) 	lr=1.1e-04 	 t=63s  	 loss=2.522	 val_loss=3.279    acc=0.682    acc_teach=0.694    acc_dist=0.689
Epoch 73/100 (step 164000) 	lr=1.1e-04 	 t=62s  	 loss=2.494	 val_loss=3.243    acc=0.690    acc_teach=0.696    acc_dist=0.693
Epoch 74/100 (step 166000) 	lr=1.0e-04 	 t=64s  	 loss=2.476	 val_loss=3.246    acc=0.692    acc_teach=0.695    acc_dist=0.690
Epoch 75/100 (step 168000) 	lr=1.0e-04 	 t=63s  	 loss=2.472	 val_loss=3.245    acc=0.692    acc_teach=0.696    acc_dist=0.693
Epoch 76/100 (step 170000) 	lr=9.8e-05 	 t=63s  	 loss=2.482	 val_loss=3.250    acc=0.688    acc_teach=0.696    acc_dist=0.693
Epoch 77/100 (step 172000) 	lr=9.4e-05 	 t=63s  	 loss=2.459	 val_loss=3.237    acc=0.690    acc_teach=0.697    acc_dist=0.698
Epoch 78/100 (step 174000) 	lr=9.1e-05 	 t=63s  	 loss=2.455	 val_loss=3.254    acc=0.689    acc_teach=0.695    acc_dist=0.697
Epoch 79/100 (step 176000) 	lr=8.7e-05 	 t=63s  	 loss=2.472	 val_loss=3.241    acc=0.690    acc_teach=0.694    acc_dist=0.692
Epoch 80/100 (step 178000) 	lr=8.4e-05 	 t=64s  	 loss=2.454	 val_loss=3.237    acc=0.691    acc_teach=0.696    acc_dist=0.694
Epoch 81/100 (step 180000) 	lr=8.0e-05 	 t=63s  	 loss=2.450	 val_loss=3.233    acc=0.687    acc_teach=0.696    acc_dist=0.696
Epoch 81/100 (step 182000) 	lr=7.7e-05 	 t=62s  	 loss=2.424	 val_loss=3.238    acc=0.689    acc_teach=0.701    acc_dist=0.697
Epoch 82/100 (step 184000) 	lr=7.3e-05 	 t=64s  	 loss=2.436	 val_loss=3.223    acc=0.696    acc_teach=0.699    acc_dist=0.699
Epoch 83/100 (step 186000) 	lr=6.9e-05 	 t=63s  	 loss=2.424	 val_loss=3.224    acc=0.694    acc_teach=0.700    acc_dist=0.698
Epoch 84/100 (step 188000) 	lr=6.6e-05 	 t=63s  	 loss=2.399	 val_loss=3.233    acc=0.690    acc_teach=0.699    acc_dist=0.700
Epoch 85/100 (step 190000) 	lr=6.2e-05 	 t=64s  	 loss=2.398	 val_loss=3.216    acc=0.695    acc_teach=0.700    acc_dist=0.701
Epoch 86/100 (step 192000) 	lr=5.9e-05 	 t=63s  	 loss=2.386	 val_loss=3.212    acc=0.698    acc_teach=0.701    acc_dist=0.703
Epoch 87/100 (step 194000) 	lr=5.5e-05 	 t=63s  	 loss=2.394	 val_loss=3.224    acc=0.693    acc_teach=0.699    acc_dist=0.700
Epoch 88/100 (step 196000) 	lr=5.2e-05 	 t=63s  	 loss=2.371	 val_loss=3.210    acc=0.697    acc_teach=0.701    acc_dist=0.704
Epoch 89/100 (step 198000) 	lr=4.8e-05 	 t=63s  	 loss=2.366	 val_loss=3.219    acc=0.697    acc_teach=0.701    acc_dist=0.702
Epoch 89/100 (step 200000) 	lr=4.5e-05 	 t=62s  	 loss=2.367	 val_loss=3.204    acc=0.699    acc_teach=0.701    acc_dist=0.702
Epoch 90/100 (step 202000) 	lr=4.1e-05 	 t=64s  	 loss=2.358	 val_loss=3.199    acc=0.700    acc_teach=0.701    acc_dist=0.703
Epoch 91/100 (step 204000) 	lr=3.7e-05 	 t=64s  	 loss=2.358	 val_loss=3.205    acc=0.702    acc_teach=0.705    acc_dist=0.701
Epoch 92/100 (step 206000) 	lr=3.4e-05 	 t=63s  	 loss=2.353	 val_loss=3.207    acc=0.696    acc_teach=0.702    acc_dist=0.707
Epoch 93/100 (step 208000) 	lr=3.0e-05 	 t=63s  	 loss=2.351	 val_loss=3.191    acc=0.703    acc_teach=0.705    acc_dist=0.706
Epoch 94/100 (step 210000) 	lr=2.7e-05 	 t=63s  	 loss=2.348	 val_loss=3.188    acc=0.703    acc_teach=0.704    acc_dist=0.704
Epoch 95/100 (step 212000) 	lr=2.3e-05 	 t=64s  	 loss=2.344	 val_loss=3.188    acc=0.702    acc_teach=0.705    acc_dist=0.702
Epoch 96/100 (step 214000) 	lr=2.0e-05 	 t=64s  	 loss=2.341	 val_loss=3.193    acc=0.701    acc_teach=0.701    acc_dist=0.705
Epoch 97/100 (step 216000) 	lr=1.6e-05 	 t=63s  	 loss=2.341	 val_loss=3.189    acc=0.703    acc_teach=0.703    acc_dist=0.705
Epoch 97/100 (step 218000) 	lr=1.2e-05 	 t=62s  	 loss=2.340	 val_loss=3.189    acc=0.703    acc_teach=0.703    acc_dist=0.705
Epoch 98/100 (step 220000) 	lr=8.9e-06 	 t=64s  	 loss=2.337	 val_loss=3.185    acc=0.705    acc_teach=0.706    acc_dist=0.706
Epoch 99/100 (step 222000) 	lr=5.4e-06 	 t=64s  	 loss=2.334	 val_loss=3.186    acc=0.704    acc_teach=0.703    acc_dist=0.706
Epoch 100/100 (step 224808) 	lr=3.8e-07 	 t=87s  	 loss=2.333	 val_loss=3.179    acc=0.708    acc_teach=0.707    acc_dist=0.707

 -> Saving weights to ../logs/2023-04-30/7/mlp_bert_3_0.pt


-------------   Fold 2 / 4  -------------

    -> Data Preparation
    -> 71736 training images
    -> 22741 validation images
    -> 35143010 trainable parameters
    -> 9819298 distilled parameters

Epoch 01/100 (step 2000) 	lr=1.1e-05 	 t=67s  	 loss=5.410	 val_loss=5.094    acc=0.062
Epoch 02/100 (step 4000) 	lr=2.1e-05 	 t=63s  	 loss=4.873	 val_loss=4.596    acc=0.209
Epoch 03/100 (step 6000) 	lr=3.2e-05 	 t=63s  	 loss=4.460	 val_loss=4.339    acc=0.276
Epoch 04/100 (step 8000) 	lr=4.3e-05 	 t=63s  	 loss=4.169	 val_loss=4.074    acc=0.379
Epoch 05/100 (step 10000) 	lr=5.3e-05 	 t=63s  	 loss=4.017	 val_loss=3.904    acc=0.437
Epoch 06/100 (step 12000) 	lr=6.4e-05 	 t=63s  	 loss=3.815	 val_loss=3.748    acc=0.503
Epoch 07/100 (step 14000) 	lr=7.5e-05 	 t=63s  	 loss=3.718	 val_loss=3.688    acc=0.525
Epoch 08/100 (step 16000) 	lr=8.6e-05 	 t=63s  	 loss=3.631	 val_loss=3.541    acc=0.576
Epoch 09/100 (step 18000) 	lr=9.6e-05 	 t=63s  	 loss=3.559	 val_loss=3.522    acc=0.576
Epoch 09/100 (step 20000) 	lr=1.1e-04 	 t=62s  	 loss=3.539	 val_loss=3.545    acc=0.564
Epoch 10/100 (step 22000) 	lr=1.2e-04 	 t=63s  	 loss=3.493	 val_loss=3.440    acc=0.611
Epoch 11/100 (step 24000) 	lr=1.3e-04 	 t=63s  	 loss=3.467	 val_loss=3.393    acc=0.622
Epoch 12/100 (step 26000) 	lr=1.4e-04 	 t=63s  	 loss=3.447	 val_loss=3.356    acc=0.637
Epoch 13/100 (step 28000) 	lr=1.5e-04 	 t=63s  	 loss=3.430	 val_loss=3.360    acc=0.643
Epoch 14/100 (step 30000) 	lr=1.6e-04 	 t=63s  	 loss=3.460	 val_loss=3.344    acc=0.636
Epoch 15/100 (step 32000) 	lr=1.7e-04 	 t=64s  	 loss=3.425	 val_loss=3.311    acc=0.650
Epoch 16/100 (step 34000) 	lr=1.8e-04 	 t=63s  	 loss=3.449	 val_loss=3.337    acc=0.642
Epoch 17/100 (step 36000) 	lr=1.9e-04 	 t=63s  	 loss=3.478	 val_loss=3.328    acc=0.645
Epoch 17/100 (step 38000) 	lr=2.0e-04 	 t=62s  	 loss=3.527	 val_loss=3.299    acc=0.656
Epoch 18/100 (step 40000) 	lr=2.1e-04 	 t=63s  	 loss=3.529	 val_loss=3.325    acc=0.648
Epoch 19/100 (step 42000) 	lr=2.2e-04 	 t=63s  	 loss=3.586	 val_loss=3.328    acc=0.653
Epoch 20/100 (step 44000) 	lr=2.4e-04 	 t=63s  	 loss=3.633	 val_loss=3.314    acc=0.659
Epoch 21/100 (step 46000) 	lr=2.5e-04 	 t=63s  	 loss=3.649	 val_loss=3.300    acc=0.661
Epoch 22/100 (step 48000) 	lr=2.6e-04 	 t=63s  	 loss=3.659	 val_loss=3.355    acc=0.642
Epoch 23/100 (step 50000) 	lr=2.7e-04 	 t=63s  	 loss=3.648	 val_loss=3.303    acc=0.656
Epoch 24/100 (step 52000) 	lr=2.8e-04 	 t=63s  	 loss=3.683	 val_loss=3.331    acc=0.652
Epoch 25/100 (step 54000) 	lr=2.9e-04 	 t=63s  	 loss=3.693	 val_loss=3.314    acc=0.653
Epoch 25/100 (step 56000) 	lr=3.0e-04 	 t=62s  	 loss=3.687	 val_loss=3.313    acc=0.656
Epoch 26/100 (step 58000) 	lr=3.0e-04 	 t=64s  	 loss=3.688	 val_loss=3.292    acc=0.656
Epoch 27/100 (step 60000) 	lr=2.9e-04 	 t=63s  	 loss=3.616	 val_loss=3.268    acc=0.663
Epoch 28/100 (step 62000) 	lr=2.9e-04 	 t=64s  	 loss=3.651	 val_loss=3.281    acc=0.654
Epoch 29/100 (step 64000) 	lr=2.9e-04 	 t=63s  	 loss=3.565	 val_loss=3.252    acc=0.668
Epoch 30/100 (step 66000) 	lr=2.8e-04 	 t=63s  	 loss=3.547	 val_loss=3.229    acc=0.669
Epoch 31/100 (step 68000) 	lr=2.8e-04 	 t=63s  	 loss=3.528	 val_loss=3.239    acc=0.670
Epoch 32/100 (step 70000) 	lr=2.8e-04 	 t=64s  	 loss=3.521	 val_loss=3.231    acc=0.675
Epoch 33/100 (step 72000) 	lr=2.7e-04 	 t=63s  	 loss=3.496	 val_loss=3.221    acc=0.681
Epoch 34/100 (step 74000) 	lr=2.7e-04 	 t=64s  	 loss=3.495	 val_loss=3.248    acc=0.670
Epoch 34/100 (step 76000) 	lr=2.6e-04 	 t=62s  	 loss=3.493	 val_loss=3.208    acc=0.683
Epoch 35/100 (step 78000) 	lr=2.6e-04 	 t=64s  	 loss=3.445	 val_loss=3.204    acc=0.684
Epoch 36/100 (step 80000) 	lr=2.6e-04 	 t=63s  	 loss=3.463	 val_loss=3.231    acc=0.665
Epoch 37/100 (step 82000) 	lr=2.5e-04 	 t=63s  	 loss=3.437	 val_loss=3.198    acc=0.682
Epoch 38/100 (step 84000) 	lr=2.5e-04 	 t=63s  	 loss=3.425	 val_loss=3.175    acc=0.690
Epoch 39/100 (step 86000) 	lr=2.5e-04 	 t=63s  	 loss=3.372	 val_loss=3.208    acc=0.681
Epoch 40/100 (step 88000) 	lr=2.4e-04 	 t=63s  	 loss=3.392	 val_loss=3.177    acc=0.694
Epoch 41/100 (step 90000) 	lr=2.4e-04 	 t=63s  	 loss=3.367	 val_loss=3.163    acc=0.693
Epoch 42/100 (step 92000) 	lr=2.4e-04 	 t=64s  	 loss=3.387	 val_loss=3.156    acc=0.696
Epoch 42/100 (step 94000) 	lr=2.3e-04 	 t=62s  	 loss=3.369	 val_loss=3.153    acc=0.695
Epoch 43/100 (step 96000) 	lr=2.3e-04 	 t=64s  	 loss=3.354	 val_loss=3.140    acc=0.697
Epoch 44/100 (step 98000) 	lr=2.3e-04 	 t=64s  	 loss=3.330	 val_loss=3.159    acc=0.694
Epoch 45/100 (step 100000) 	lr=2.2e-04 	 t=63s  	 loss=3.296	 val_loss=3.118    acc=0.707
Epoch 46/100 (step 102000) 	lr=2.2e-04 	 t=64s  	 loss=3.285	 val_loss=3.145    acc=0.697
Epoch 47/100 (step 104000) 	lr=2.1e-04 	 t=64s  	 loss=3.288	 val_loss=3.126    acc=0.707
Epoch 48/100 (step 106000) 	lr=2.1e-04 	 t=64s  	 loss=3.256	 val_loss=3.120    acc=0.713
Epoch 49/100 (step 108000) 	lr=2.1e-04 	 t=63s  	 loss=3.274	 val_loss=3.137    acc=0.703
Epoch 50/100 (step 110000) 	lr=2.0e-04 	 t=66s  	 loss=3.170	 val_loss=3.125    acc=0.713
Epoch 50/100 (step 112000) 	lr=2.0e-04 	 t=60s  	 loss=2.737	 val_loss=3.103    acc=0.728
Epoch 51/100 (step 114000) 	lr=2.0e-04 	 t=65s  	 loss=2.762	 val_loss=3.123    acc=0.724    acc_teach=0.749    acc_dist=0.729
Epoch 52/100 (step 116000) 	lr=1.9e-04 	 t=63s  	 loss=2.743	 val_loss=3.114    acc=0.731    acc_teach=0.747    acc_dist=0.741
Epoch 53/100 (step 118000) 	lr=1.9e-04 	 t=64s  	 loss=2.751	 val_loss=3.136    acc=0.721    acc_teach=0.746    acc_dist=0.738
Epoch 54/100 (step 120000) 	lr=1.9e-04 	 t=63s  	 loss=2.750	 val_loss=3.113    acc=0.725    acc_teach=0.747    acc_dist=0.736
Epoch 55/100 (step 122000) 	lr=1.8e-04 	 t=63s  	 loss=2.735	 val_loss=3.116    acc=0.726    acc_teach=0.752    acc_dist=0.735
Epoch 56/100 (step 124000) 	lr=1.8e-04 	 t=63s  	 loss=2.715	 val_loss=3.122    acc=0.721    acc_teach=0.746    acc_dist=0.745
Epoch 57/100 (step 126000) 	lr=1.8e-04 	 t=63s  	 loss=2.715	 val_loss=3.119    acc=0.729    acc_teach=0.749    acc_dist=0.744
Epoch 58/100 (step 128000) 	lr=1.7e-04 	 t=63s  	 loss=2.698	 val_loss=3.105    acc=0.734    acc_teach=0.750    acc_dist=0.743
Epoch 59/100 (step 130000) 	lr=1.7e-04 	 t=63s  	 loss=2.666	 val_loss=3.110    acc=0.727    acc_teach=0.749    acc_dist=0.744
Epoch 59/100 (step 132000) 	lr=1.6e-04 	 t=62s  	 loss=2.699	 val_loss=3.112    acc=0.729    acc_teach=0.752    acc_dist=0.742
Epoch 60/100 (step 134000) 	lr=1.6e-04 	 t=64s  	 loss=2.649	 val_loss=3.099    acc=0.735    acc_teach=0.752    acc_dist=0.745
Epoch 61/100 (step 136000) 	lr=1.6e-04 	 t=63s  	 loss=2.690	 val_loss=3.082    acc=0.731    acc_teach=0.754    acc_dist=0.741
Epoch 62/100 (step 138000) 	lr=1.5e-04 	 t=63s  	 loss=2.650	 val_loss=3.070    acc=0.742    acc_teach=0.754    acc_dist=0.748
Epoch 63/100 (step 140000) 	lr=1.5e-04 	 t=63s  	 loss=2.626	 val_loss=3.097    acc=0.728    acc_teach=0.756    acc_dist=0.741
Epoch 64/100 (step 142000) 	lr=1.5e-04 	 t=63s  	 loss=2.638	 val_loss=3.085    acc=0.735    acc_teach=0.752    acc_dist=0.747
Epoch 65/100 (step 144000) 	lr=1.4e-04 	 t=63s  	 loss=2.614	 val_loss=3.076    acc=0.739    acc_teach=0.754    acc_dist=0.747
Epoch 66/100 (step 146000) 	lr=1.4e-04 	 t=64s  	 loss=2.596	 val_loss=3.086    acc=0.731    acc_teach=0.752    acc_dist=0.744
Epoch 67/100 (step 148000) 	lr=1.4e-04 	 t=63s  	 loss=2.602	 val_loss=3.072    acc=0.738    acc_teach=0.752    acc_dist=0.747
Epoch 67/100 (step 150000) 	lr=1.3e-04 	 t=62s  	 loss=2.585	 val_loss=3.072    acc=0.736    acc_teach=0.754    acc_dist=0.755
Epoch 68/100 (step 152000) 	lr=1.3e-04 	 t=64s  	 loss=2.569	 val_loss=3.048    acc=0.739    acc_teach=0.753    acc_dist=0.748
Epoch 69/100 (step 154000) 	lr=1.3e-04 	 t=63s  	 loss=2.573	 val_loss=3.066    acc=0.735    acc_teach=0.750    acc_dist=0.751
Epoch 70/100 (step 156000) 	lr=1.2e-04 	 t=63s  	 loss=2.538	 val_loss=3.051    acc=0.740    acc_teach=0.753    acc_dist=0.748
Epoch 71/100 (step 158000) 	lr=1.2e-04 	 t=63s  	 loss=2.531	 val_loss=3.036    acc=0.743    acc_teach=0.753    acc_dist=0.748
Epoch 72/100 (step 160000) 	lr=1.1e-04 	 t=63s  	 loss=2.539	 val_loss=3.049    acc=0.740    acc_teach=0.755    acc_dist=0.750
Epoch 73/100 (step 162000) 	lr=1.1e-04 	 t=63s  	 loss=2.515	 val_loss=3.039    acc=0.743    acc_teach=0.759    acc_dist=0.754
Epoch 74/100 (step 164000) 	lr=1.1e-04 	 t=63s  	 loss=2.516	 val_loss=3.042    acc=0.746    acc_teach=0.757    acc_dist=0.750
Epoch 75/100 (step 166000) 	lr=1.0e-04 	 t=63s  	 loss=2.492	 val_loss=3.061    acc=0.737    acc_teach=0.755    acc_dist=0.752
Epoch 75/100 (step 168000) 	lr=1.0e-04 	 t=61s  	 loss=2.513	 val_loss=3.027    acc=0.747    acc_teach=0.754    acc_dist=0.752
