Device : Tesla V100-SXM2-32GB-LS 

- Model mlp_bert_4
- Epochs 100
- Learning rate 3.0e-04   (n_gpus=8)

 -> Training


-------------   Fold 1 / 4  -------------

    -> Data Preparation
    -> 72119 training images
    -> 22358 validation images
    -> 13688418 trainable parameters
    -> 6943394 distilled parameters

Epoch 01/100 (step 2000) 	lr=1.1e-05 	 t=76s  	 loss=5.488	 val_loss=5.351    acc=0.030
Epoch 39/100 (step 86000) 	lr=2.5e-04 	 t=69s  	 loss=3.198	 val_loss=3.355    acc=0.649
Epoch 40/100 (step 88000) 	lr=2.4e-04 	 t=69s  	 loss=3.209	 val_loss=3.330    acc=0.659
Epoch 41/100 (step 90000) 	lr=2.4e-04 	 t=69s  	 loss=3.185	 val_loss=3.328    acc=0.661
Epoch 41/100 (step 92000) 	lr=2.4e-04 	 t=68s  	 loss=3.215	 val_loss=3.319    acc=0.662
Epoch 42/100 (step 94000) 	lr=2.3e-04 	 t=69s  	 loss=3.212	 val_loss=3.306    acc=0.665
Epoch 43/100 (step 96000) 	lr=2.3e-04 	 t=69s  	 loss=3.185	 val_loss=3.321    acc=0.657
Epoch 44/100 (step 98000) 	lr=2.3e-04 	 t=69s  	 loss=3.179	 val_loss=3.302    acc=0.666
Epoch 45/100 (step 100000) 	lr=2.2e-04 	 t=70s  	 loss=3.129	 val_loss=3.312    acc=0.662
Epoch 46/100 (step 102000) 	lr=2.2e-04 	 t=69s  	 loss=3.125	 val_loss=3.315    acc=0.658
Epoch 47/100 (step 104000) 	lr=2.2e-04 	 t=69s  	 loss=3.113	 val_loss=3.296    acc=0.666
Epoch 48/100 (step 106000) 	lr=2.1e-04 	 t=69s  	 loss=3.076	 val_loss=3.279    acc=0.671
Epoch 49/100 (step 108000) 	lr=2.1e-04 	 t=69s  	 loss=3.108	 val_loss=3.270    acc=0.669
Epoch 49/100 (step 110000) 	lr=2.0e-04 	 t=68s  	 loss=3.051	 val_loss=3.279    acc=0.669
Epoch 50/100 (step 112000) 	lr=2.0e-04 	 t=70s  	 loss=2.726	 val_loss=3.277    acc=0.683
Epoch 51/100 (step 114000) 	lr=2.0e-04 	 t=73s  	 loss=2.738	 val_loss=3.288    acc=0.681    acc_teach=0.693    acc_dist=0.678
Epoch 52/100 (step 116000) 	lr=1.9e-04 	 t=72s  	 loss=2.678	 val_loss=3.300    acc=0.680    acc_teach=0.690    acc_dist=0.687
Epoch 53/100 (step 118000) 	lr=1.9e-04 	 t=71s  	 loss=2.693	 val_loss=3.306    acc=0.683    acc_teach=0.696    acc_dist=0.679
Epoch 54/100 (step 120000) 	lr=1.9e-04 	 t=71s  	 loss=2.692	 val_loss=3.304    acc=0.679    acc_teach=0.697    acc_dist=0.685
Epoch 55/100 (step 122000) 	lr=1.8e-04 	 t=71s  	 loss=2.691	 val_loss=3.303    acc=0.684    acc_teach=0.696    acc_dist=0.687
Epoch 56/100 (step 124000) 	lr=1.8e-04 	 t=71s  	 loss=2.667	 val_loss=3.311    acc=0.676    acc_teach=0.694    acc_dist=0.686
Epoch 57/100 (step 126000) 	lr=1.8e-04 	 t=71s  	 loss=2.664	 val_loss=3.293    acc=0.684    acc_teach=0.698    acc_dist=0.686
Epoch 57/100 (step 128000) 	lr=1.7e-04 	 t=70s  	 loss=2.660	 val_loss=3.305    acc=0.678    acc_teach=0.695    acc_dist=0.683
Epoch 58/100 (step 130000) 	lr=1.7e-04 	 t=72s  	 loss=2.630	 val_loss=3.282    acc=0.687    acc_teach=0.695    acc_dist=0.682
Epoch 59/100 (step 132000) 	lr=1.7e-04 	 t=71s  	 loss=2.667	 val_loss=3.284    acc=0.684    acc_teach=0.698    acc_dist=0.685
Epoch 60/100 (step 134000) 	lr=1.6e-04 	 t=71s  	 loss=2.614	 val_loss=3.272    acc=0.687    acc_teach=0.697    acc_dist=0.685
Epoch 61/100 (step 136000) 	lr=1.6e-04 	 t=71s  	 loss=2.671	 val_loss=3.268    acc=0.689    acc_teach=0.697    acc_dist=0.684
Epoch 62/100 (step 138000) 	lr=1.5e-04 	 t=71s  	 loss=2.623	 val_loss=3.272    acc=0.689    acc_teach=0.698    acc_dist=0.688
Epoch 63/100 (step 140000) 	lr=1.5e-04 	 t=71s  	 loss=2.588	 val_loss=3.279    acc=0.688    acc_teach=0.699    acc_dist=0.691
Epoch 64/100 (step 142000) 	lr=1.5e-04 	 t=71s  	 loss=2.613	 val_loss=3.293    acc=0.682    acc_teach=0.697    acc_dist=0.688
Epoch 65/100 (step 144000) 	lr=1.4e-04 	 t=71s  	 loss=2.584	 val_loss=3.257    acc=0.693    acc_teach=0.700    acc_dist=0.692
Epoch 65/100 (step 146000) 	lr=1.4e-04 	 t=70s  	 loss=2.571	 val_loss=3.253    acc=0.694    acc_teach=0.702    acc_dist=0.690
Epoch 66/100 (step 148000) 	lr=1.4e-04 	 t=72s  	 loss=2.583	 val_loss=3.252    acc=0.692    acc_teach=0.697    acc_dist=0.691
Epoch 67/100 (step 150000) 	lr=1.3e-04 	 t=71s  	 loss=2.562	 val_loss=3.259    acc=0.692    acc_teach=0.700    acc_dist=0.694
Epoch 68/100 (step 152000) 	lr=1.3e-04 	 t=71s  	 loss=2.553	 val_loss=3.248    acc=0.692    acc_teach=0.700    acc_dist=0.695
Epoch 69/100 (step 154000) 	lr=1.3e-04 	 t=71s  	 loss=2.571	 val_loss=3.260    acc=0.686    acc_teach=0.697    acc_dist=0.690
Epoch 70/100 (step 156000) 	lr=1.2e-04 	 t=71s  	 loss=2.502	 val_loss=3.254    acc=0.691    acc_teach=0.698    acc_dist=0.698
Epoch 71/100 (step 158000) 	lr=1.2e-04 	 t=71s  	 loss=2.523	 val_loss=3.253    acc=0.687    acc_teach=0.699    acc_dist=0.693
Epoch 72/100 (step 160000) 	lr=1.2e-04 	 t=71s  	 loss=2.538	 val_loss=3.237    acc=0.691    acc_teach=0.698    acc_dist=0.693
Epoch 73/100 (step 162000) 	lr=1.1e-04 	 t=71s  	 loss=2.487	 val_loss=3.252    acc=0.689    acc_teach=0.699    acc_dist=0.696
Epoch 73/100 (step 164000) 	lr=1.1e-04 	 t=69s  	 loss=2.512	 val_loss=3.242    acc=0.695    acc_teach=0.702    acc_dist=0.694
Epoch 74/100 (step 166000) 	lr=1.0e-04 	 t=72s  	 loss=2.484	 val_loss=3.252    acc=0.688    acc_teach=0.699    acc_dist=0.690
Epoch 75/100 (step 168000) 	lr=1.0e-04 	 t=70s  	 loss=2.494	 val_loss=3.229    acc=0.697    acc_teach=0.701    acc_dist=0.695
Epoch 76/100 (step 170000) 	lr=9.8e-05 	 t=71s  	 loss=2.466	 val_loss=3.227    acc=0.696    acc_teach=0.705    acc_dist=0.698
Epoch 77/100 (step 172000) 	lr=9.4e-05 	 t=71s  	 loss=2.476	 val_loss=3.225    acc=0.696    acc_teach=0.703    acc_dist=0.699
Epoch 78/100 (step 174000) 	lr=9.1e-05 	 t=71s  	 loss=2.487	 val_loss=3.228    acc=0.697    acc_teach=0.703    acc_dist=0.700
Epoch 79/100 (step 176000) 	lr=8.7e-05 	 t=71s  	 loss=2.480	 val_loss=3.226    acc=0.696    acc_teach=0.701    acc_dist=0.697
Epoch 80/100 (step 178000) 	lr=8.4e-05 	 t=71s  	 loss=2.448	 val_loss=3.228    acc=0.695    acc_teach=0.705    acc_dist=0.698
Epoch 81/100 (step 180000) 	lr=8.0e-05 	 t=71s  	 loss=2.462	 val_loss=3.217    acc=0.696    acc_teach=0.701    acc_dist=0.697
Epoch 81/100 (step 182000) 	lr=7.6e-05 	 t=70s  	 loss=2.440	 val_loss=3.220    acc=0.695    acc_teach=0.702    acc_dist=0.702
Epoch 82/100 (step 184000) 	lr=7.3e-05 	 t=71s  	 loss=2.439	 val_loss=3.214    acc=0.697    acc_teach=0.701    acc_dist=0.696
Epoch 83/100 (step 186000) 	lr=6.9e-05 	 t=71s  	 loss=2.415	 val_loss=3.216    acc=0.699    acc_teach=0.701    acc_dist=0.700
Epoch 84/100 (step 188000) 	lr=6.6e-05 	 t=71s  	 loss=2.414	 val_loss=3.212    acc=0.700    acc_teach=0.703    acc_dist=0.701
Epoch 85/100 (step 190000) 	lr=6.2e-05 	 t=71s  	 loss=2.413	 val_loss=3.205    acc=0.702    acc_teach=0.704    acc_dist=0.699
Epoch 86/100 (step 192000) 	lr=5.9e-05 	 t=71s  	 loss=2.418	 val_loss=3.213    acc=0.699    acc_teach=0.701    acc_dist=0.701
Epoch 87/100 (step 194000) 	lr=5.5e-05 	 t=70s  	 loss=2.402	 val_loss=3.208    acc=0.701    acc_teach=0.705    acc_dist=0.701
Epoch 88/100 (step 196000) 	lr=5.2e-05 	 t=71s  	 loss=2.391	 val_loss=3.200    acc=0.703    acc_teach=0.704    acc_dist=0.703
Epoch 89/100 (step 198000) 	lr=4.8e-05 	 t=71s  	 loss=2.393	 val_loss=3.200    acc=0.700    acc_teach=0.703    acc_dist=0.699
Epoch 89/100 (step 200000) 	lr=4.4e-05 	 t=69s  	 loss=2.383	 val_loss=3.192    acc=0.702    acc_teach=0.704    acc_dist=0.702
Epoch 90/100 (step 202000) 	lr=4.1e-05 	 t=72s  	 loss=2.376	 val_loss=3.185    acc=0.704    acc_teach=0.704    acc_dist=0.703
Epoch 91/100 (step 204000) 	lr=3.7e-05 	 t=71s  	 loss=2.375	 val_loss=3.188    acc=0.704    acc_teach=0.705    acc_dist=0.704
Epoch 92/100 (step 206000) 	lr=3.4e-05 	 t=71s  	 loss=2.371	 val_loss=3.191    acc=0.703    acc_teach=0.705    acc_dist=0.703
Epoch 93/100 (step 208000) 	lr=3.0e-05 	 t=71s  	 loss=2.371	 val_loss=3.187    acc=0.705    acc_teach=0.705    acc_dist=0.703
Epoch 94/100 (step 210000) 	lr=2.7e-05 	 t=72s  	 loss=2.368	 val_loss=3.188    acc=0.702    acc_teach=0.706    acc_dist=0.704
Epoch 95/100 (step 212000) 	lr=2.3e-05 	 t=71s  	 loss=2.365	 val_loss=3.177    acc=0.704    acc_teach=0.707    acc_dist=0.705
Epoch 96/100 (step 214000) 	lr=2.0e-05 	 t=71s  	 loss=2.362	 val_loss=3.179    acc=0.705    acc_teach=0.705    acc_dist=0.705
Epoch 97/100 (step 216000) 	lr=1.6e-05 	 t=71s  	 loss=2.360	 val_loss=3.180    acc=0.704    acc_teach=0.706    acc_dist=0.705
Epoch 97/100 (step 218000) 	lr=1.2e-05 	 t=70s  	 loss=2.359	 val_loss=3.169    acc=0.706    acc_teach=0.707    acc_dist=0.705
Epoch 98/100 (step 220000) 	lr=8.9e-06 	 t=72s  	 loss=2.358	 val_loss=3.167    acc=0.708    acc_teach=0.707    acc_dist=0.707
Epoch 99/100 (step 222000) 	lr=5.3e-06 	 t=71s  	 loss=2.353	 val_loss=3.169    acc=0.707    acc_teach=0.707    acc_dist=0.707
Epoch 100/100 (step 224808) 	lr=3.4e-07 	 t=96s  	 loss=2.354	 val_loss=3.166    acc=0.708    acc_teach=0.708    acc_dist=0.708

 -> Saving weights to ../logs/2023-05-01/2/mlp_bert_4_0.pt


-------------   Fold 2 / 4  -------------

    -> Data Preparation
    -> 71736 training images
    -> 22741 validation images
    -> 13688418 trainable parameters
    -> 6943394 distilled parameters

Epoch 01/100 (step 2000) 	lr=1.1e-05 	 t=73s  	 loss=5.485	 val_loss=5.328    acc=0.026
Epoch 02/100 (step 4000) 	lr=2.1e-05 	 t=69s  	 loss=5.130	 val_loss=4.850    acc=0.119
Epoch 03/100 (step 6000) 	lr=3.2e-05 	 t=69s  	 loss=4.769	 val_loss=4.490    acc=0.229
Epoch 04/100 (step 8000) 	lr=4.3e-05 	 t=68s  	 loss=4.533	 val_loss=4.306    acc=0.290
Epoch 05/100 (step 10000) 	lr=5.3e-05 	 t=69s  	 loss=4.306	 val_loss=4.277    acc=0.286
Epoch 06/100 (step 12000) 	lr=6.4e-05 	 t=69s  	 loss=4.113	 val_loss=3.921    acc=0.435
Epoch 07/100 (step 14000) 	lr=7.5e-05 	 t=69s  	 loss=3.991	 val_loss=3.807    acc=0.477
Epoch 08/100 (step 16000) 	lr=8.6e-05 	 t=69s  	 loss=3.876	 val_loss=3.752    acc=0.499
Epoch 09/100 (step 18000) 	lr=9.6e-05 	 t=69s  	 loss=3.749	 val_loss=3.653    acc=0.530
Epoch 09/100 (step 20000) 	lr=1.1e-04 	 t=67s  	 loss=3.686	 val_loss=3.658    acc=0.525
Epoch 10/100 (step 22000) 	lr=1.2e-04 	 t=69s  	 loss=3.636	 val_loss=3.493    acc=0.590
Epoch 11/100 (step 24000) 	lr=1.3e-04 	 t=69s  	 loss=3.597	 val_loss=3.510    acc=0.586
Epoch 12/100 (step 26000) 	lr=1.4e-04 	 t=69s  	 loss=3.587	 val_loss=3.430    acc=0.612
Epoch 13/100 (step 28000) 	lr=1.5e-04 	 t=68s  	 loss=3.525	 val_loss=3.385    acc=0.630
Epoch 14/100 (step 30000) 	lr=1.6e-04 	 t=69s  	 loss=3.506	 val_loss=3.354    acc=0.636
Epoch 15/100 (step 32000) 	lr=1.7e-04 	 t=69s  	 loss=3.502	 val_loss=3.321    acc=0.653
Epoch 16/100 (step 34000) 	lr=1.8e-04 	 t=69s  	 loss=3.506	 val_loss=3.298    acc=0.663
Epoch 17/100 (step 36000) 	lr=1.9e-04 	 t=69s  	 loss=3.535	 val_loss=3.286    acc=0.663
Epoch 17/100 (step 38000) 	lr=2.0e-04 	 t=67s  	 loss=3.515	 val_loss=3.280    acc=0.659
Epoch 18/100 (step 40000) 	lr=2.1e-04 	 t=69s  	 loss=3.537	 val_loss=3.260    acc=0.673
Epoch 19/100 (step 42000) 	lr=2.2e-04 	 t=69s  	 loss=3.553	 val_loss=3.288    acc=0.660
Epoch 20/100 (step 44000) 	lr=2.4e-04 	 t=68s  	 loss=3.557	 val_loss=3.251    acc=0.674
Epoch 21/100 (step 46000) 	lr=2.5e-04 	 t=68s  	 loss=3.564	 val_loss=3.273    acc=0.664
Epoch 22/100 (step 48000) 	lr=2.6e-04 	 t=69s  	 loss=3.627	 val_loss=3.262    acc=0.670
Epoch 23/100 (step 50000) 	lr=2.7e-04 	 t=69s  	 loss=3.598	 val_loss=3.253    acc=0.670
Epoch 24/100 (step 52000) 	lr=2.8e-04 	 t=69s  	 loss=3.582	 val_loss=3.229    acc=0.678
Epoch 25/100 (step 54000) 	lr=2.9e-04 	 t=69s  	 loss=3.588	 val_loss=3.250    acc=0.672
Epoch 25/100 (step 56000) 	lr=3.0e-04 	 t=67s  	 loss=3.607	 val_loss=3.200    acc=0.692
Epoch 26/100 (step 58000) 	lr=3.0e-04 	 t=69s  	 loss=3.596	 val_loss=3.215    acc=0.685
Epoch 27/100 (step 60000) 	lr=2.9e-04 	 t=68s  	 loss=3.588	 val_loss=3.221    acc=0.683
Epoch 28/100 (step 62000) 	lr=2.9e-04 	 t=69s  	 loss=3.522	 val_loss=3.212    acc=0.687
Epoch 29/100 (step 64000) 	lr=2.9e-04 	 t=69s  	 loss=3.514	 val_loss=3.174    acc=0.692
Epoch 30/100 (step 66000) 	lr=2.8e-04 	 t=68s  	 loss=3.473	 val_loss=3.187    acc=0.692
Epoch 31/100 (step 68000) 	lr=2.8e-04 	 t=68s  	 loss=3.428	 val_loss=3.187    acc=0.691
Epoch 32/100 (step 70000) 	lr=2.8e-04 	 t=68s  	 loss=3.459	 val_loss=3.179    acc=0.693
Epoch 33/100 (step 72000) 	lr=2.7e-04 	 t=69s  	 loss=3.440	 val_loss=3.176    acc=0.691
Epoch 34/100 (step 74000) 	lr=2.7e-04 	 t=69s  	 loss=3.444	 val_loss=3.148    acc=0.702
Epoch 34/100 (step 76000) 	lr=2.6e-04 	 t=67s  	 loss=3.399	 val_loss=3.158    acc=0.707
Epoch 35/100 (step 78000) 	lr=2.6e-04 	 t=69s  	 loss=3.393	 val_loss=3.163    acc=0.697
Epoch 36/100 (step 80000) 	lr=2.6e-04 	 t=68s  	 loss=3.391	 val_loss=3.141    acc=0.705
Epoch 37/100 (step 82000) 	lr=2.5e-04 	 t=68s  	 loss=3.373	 val_loss=3.163    acc=0.696
Epoch 38/100 (step 84000) 	lr=2.5e-04 	 t=69s  	 loss=3.340	 val_loss=3.151    acc=0.700
Epoch 39/100 (step 86000) 	lr=2.5e-04 	 t=68s  	 loss=3.325	 val_loss=3.141    acc=0.706
Epoch 40/100 (step 88000) 	lr=2.4e-04 	 t=68s  	 loss=3.300	 val_loss=3.141    acc=0.704
Epoch 41/100 (step 90000) 	lr=2.4e-04 	 t=69s  	 loss=3.284	 val_loss=3.132    acc=0.707
Epoch 42/100 (step 92000) 	lr=2.4e-04 	 t=69s  	 loss=3.316	 val_loss=3.095    acc=0.718
Epoch 42/100 (step 94000) 	lr=2.3e-04 	 t=67s  	 loss=3.302	 val_loss=3.101    acc=0.719
Epoch 43/100 (step 96000) 	lr=2.3e-04 	 t=69s  	 loss=3.264	 val_loss=3.097    acc=0.719
Epoch 44/100 (step 98000) 	lr=2.3e-04 	 t=69s  	 loss=3.258	 val_loss=3.090    acc=0.723
Epoch 45/100 (step 100000) 	lr=2.2e-04 	 t=69s  	 loss=3.235	 val_loss=3.121    acc=0.706
Epoch 46/100 (step 102000) 	lr=2.2e-04 	 t=69s  	 loss=3.241	 val_loss=3.085    acc=0.726
Epoch 47/100 (step 104000) 	lr=2.1e-04 	 t=69s  	 loss=3.236	 val_loss=3.106    acc=0.718
Epoch 48/100 (step 106000) 	lr=2.1e-04 	 t=69s  	 loss=3.214	 val_loss=3.098    acc=0.719
Epoch 49/100 (step 108000) 	lr=2.1e-04 	 t=69s  	 loss=3.200	 val_loss=3.094    acc=0.721
Epoch 50/100 (step 110000) 	lr=2.0e-04 	 t=71s  	 loss=3.139	 val_loss=3.060    acc=0.734
Epoch 50/100 (step 112000) 	lr=2.0e-04 	 t=67s  	 loss=2.709	 val_loss=3.062    acc=0.743
Epoch 51/100 (step 114000) 	lr=2.0e-04 	 t=73s  	 loss=2.735	 val_loss=3.060    acc=0.747    acc_teach=0.757    acc_dist=0.740
Epoch 52/100 (step 116000) 	lr=1.9e-04 	 t=70s  	 loss=2.746	 val_loss=3.086    acc=0.738    acc_teach=0.759    acc_dist=0.736
Epoch 53/100 (step 118000) 	lr=1.9e-04 	 t=70s  	 loss=2.751	 val_loss=3.083    acc=0.741    acc_teach=0.758    acc_dist=0.741
Epoch 54/100 (step 120000) 	lr=1.9e-04 	 t=71s  	 loss=2.684	 val_loss=3.092    acc=0.735    acc_teach=0.755    acc_dist=0.740
Epoch 55/100 (step 122000) 	lr=1.8e-04 	 t=71s  	 loss=2.708	 val_loss=3.110    acc=0.728    acc_teach=0.753    acc_dist=0.737
Epoch 56/100 (step 124000) 	lr=1.8e-04 	 t=71s  	 loss=2.681	 val_loss=3.075    acc=0.740    acc_teach=0.758    acc_dist=0.743
Epoch 57/100 (step 126000) 	lr=1.8e-04 	 t=70s  	 loss=2.697	 val_loss=3.067    acc=0.745    acc_teach=0.756    acc_dist=0.748
Epoch 58/100 (step 128000) 	lr=1.7e-04 	 t=70s  	 loss=2.667	 val_loss=3.068    acc=0.744    acc_teach=0.760    acc_dist=0.748
Epoch 59/100 (step 130000) 	lr=1.7e-04 	 t=70s  	 loss=2.697	 val_loss=3.069    acc=0.745    acc_teach=0.758    acc_dist=0.738
Epoch 59/100 (step 132000) 	lr=1.6e-04 	 t=70s  	 loss=2.661	 val_loss=3.066    acc=0.744    acc_teach=0.756    acc_dist=0.744
Epoch 60/100 (step 134000) 	lr=1.6e-04 	 t=71s  	 loss=2.627	 val_loss=3.059    acc=0.747    acc_teach=0.757    acc_dist=0.750
Epoch 61/100 (step 136000) 	lr=1.6e-04 	 t=70s  	 loss=2.646	 val_loss=3.056    acc=0.746    acc_teach=0.756    acc_dist=0.750
Epoch 62/100 (step 138000) 	lr=1.5e-04 	 t=70s  	 loss=2.635	 val_loss=3.065    acc=0.745    acc_teach=0.758    acc_dist=0.749
Epoch 63/100 (step 140000) 	lr=1.5e-04 	 t=71s  	 loss=2.644	 val_loss=3.068    acc=0.743    acc_teach=0.760    acc_dist=0.749
Epoch 64/100 (step 142000) 	lr=1.5e-04 	 t=70s  	 loss=2.640	 val_loss=3.057    acc=0.743    acc_teach=0.755    acc_dist=0.751
Epoch 65/100 (step 144000) 	lr=1.4e-04 	 t=71s  	 loss=2.598	 val_loss=3.052    acc=0.744    acc_teach=0.758    acc_dist=0.749
Epoch 66/100 (step 146000) 	lr=1.4e-04 	 t=71s  	 loss=2.581	 val_loss=3.063    acc=0.741    acc_teach=0.757    acc_dist=0.751
Epoch 67/100 (step 148000) 	lr=1.4e-04 	 t=71s  	 loss=2.604	 val_loss=3.038    acc=0.750    acc_teach=0.762    acc_dist=0.750
Epoch 67/100 (step 150000) 	lr=1.3e-04 	 t=69s  	 loss=2.594	 val_loss=3.041    acc=0.747    acc_teach=0.758    acc_dist=0.751
Epoch 68/100 (step 152000) 	lr=1.3e-04 	 t=71s  	 loss=2.597	 val_loss=3.038    acc=0.747    acc_teach=0.756    acc_dist=0.745
Epoch 69/100 (step 154000) 	lr=1.3e-04 	 t=71s  	 loss=2.562	 val_loss=3.038    acc=0.745    acc_teach=0.759    acc_dist=0.754
Epoch 70/100 (step 156000) 	lr=1.2e-04 	 t=70s  	 loss=2.555	 val_loss=3.025    acc=0.753    acc_teach=0.762    acc_dist=0.756
Epoch 71/100 (step 158000) 	lr=1.2e-04 	 t=70s  	 loss=2.554	 val_loss=3.023    acc=0.752    acc_teach=0.760    acc_dist=0.750
Epoch 72/100 (step 160000) 	lr=1.1e-04 	 t=70s  	 loss=2.542	 val_loss=3.044    acc=0.744    acc_teach=0.761    acc_dist=0.754
Epoch 73/100 (step 162000) 	lr=1.1e-04 	 t=70s  	 loss=2.531	 val_loss=3.031    acc=0.751    acc_teach=0.759    acc_dist=0.754
Epoch 74/100 (step 164000) 	lr=1.1e-04 	 t=71s  	 loss=2.535	 val_loss=3.020    acc=0.752    acc_teach=0.760    acc_dist=0.754
Epoch 75/100 (step 166000) 	lr=1.0e-04 	 t=70s  	 loss=2.519	 val_loss=3.030    acc=0.752    acc_teach=0.762    acc_dist=0.757
Epoch 75/100 (step 168000) 	lr=1.0e-04 	 t=68s  	 loss=2.503	 val_loss=3.014    acc=0.757    acc_teach=0.762    acc_dist=0.754
