participant_id,sequence_id,fold
34503,1050515756,0
28656,1050526943,1
53618,1050553083,0
37779,1050554554,1
37055,1050619784,3
18796,1050640176,3
25571,1050684799,1
16069,1050720689,0
32319,1050735060,3
2044,105089559,0
36257,1050905155,2
28656,1050917557,1
25571,1050988735,1
36257,1050993014,2
30680,105103490,3
30680,1051089496,3
36257,1051152315,2
62590,1051197128,1
37779,1051280106,1
62590,1051292249,1
53618,1051312494,0
62590,1051314444,1
2044,1051321002,0
49445,1051385149,1
37055,1051481827,3
37055,1051611208,3
36257,1051761094,2
32319,105176252,3
25571,1051788823,1
16069,1051872288,0
26734,1051922958,2
55372,105198856,2
62590,1052027138,1
34503,1052027367,0
27610,1052028157,2
37055,1052055975,3
34503,1052088640,0
53618,1052165221,0
36257,1052250735,2
36257,1052304950,2
29302,105239699,2
16069,1052465672,0
30680,1052573007,3
26734,1052630803,2
22343,1052630954,2
34503,1052787325,0
27610,1052839828,2
30680,1052878223,3
26734,1052889822,2
30680,1052907694,3
4718,1052998573,0
28656,1053045836,1
32319,1053115786,3
18796,105312628,3
61333,1053195905,3
34503,1053352452,0
55372,1053354029,2
37779,1053430004,1
49445,1053467149,1
55372,105348910,2
62590,1053494625,1
26734,1053537829,2
28656,1053570209,1
16069,1053573508,0
2044,1053585681,0
2044,1053608274,0
34503,1053641484,0
55372,1053698730,2
27610,1053761982,2
37779,1053804183,1
55372,1053886416,2
49445,1053909655,1
32319,1053911557,3
27610,1053918309,2
18796,1053957562,3
37055,1054045464,3
28656,1054086064,1
29302,1054092160,2
37779,1054101510,1
4718,1054103924,0
2044,1054127925,0
27610,1054134886,2
53618,105413914,0
27610,1054282386,2
18796,1054298247,3
29302,1054406983,2
29302,1054418038,2
37779,1054428699,1
25571,1054525789,1
61333,1054639191,3
55372,1054641459,2
18796,1054709364,3
27610,1054726319,2
25571,1054749735,1
49445,1054778499,1
22343,1054794425,2
49445,1054875916,1
27610,1054923309,2
36257,105496740,2
37055,1054971688,3
26734,1055057393,2
18796,1055095592,3
2044,1055301759,0
25571,1055324172,1
27610,105533801,2
36257,1055363558,2
34503,1055396085,0
27610,1055419438,2
37055,1055426700,3
32319,105544881,3
53618,1055514052,0
37779,1055517962,1
29302,1055652231,2
30680,1055715802,3
37055,1055777257,3
28656,1055824014,1
27610,1055856851,2
18796,1055908167,3
18796,1055994060,3
28656,1056048122,1
27610,1056131570,2
16069,1056164815,0
27610,1056311219,2
2044,1056323405,0
49445,1056438401,1
2044,1056446974,0
22343,1056524239,2
29302,1056554709,2
36257,1056679118,2
4718,1056719555,0
55372,1056759245,2
53618,105677162,0
37055,105678611,3
55372,105680464,2
37055,1056853077,3
36257,1056868215,2
18796,1056922911,3
55372,1057022232,2
34503,1057109673,0
37055,1057134330,3
29302,1057152054,2
4718,1057166317,0
53618,1057266470,0
61333,1057346144,3
53618,1057383307,0
32319,1057404158,3
27610,1057449084,2
29302,1057499374,2
55372,1057505190,2
2044,105769977,0
29302,1057708806,2
34503,1057719699,0
55372,1057732888,2
55372,1057790660,2
16069,1057811877,0
62590,1057819205,1
18796,1057829703,3
28656,1057839157,1
26734,1057853692,2
36257,1057913373,2
37055,1057947595,3
37779,1057951924,1
32319,1057980872,3
32319,1058058634,3
37779,1058066600,1
34503,1058130659,0
25571,1058180428,1
29302,1058373924,2
26734,1058448476,2
37055,1058477924,3
4718,1058486708,0
16069,1058559253,0
27610,1058733076,2
49445,1058743977,1
27610,10587460,2
36257,1058811113,2
26734,105897288,2
28656,10590618,1
27610,105910120,2
16069,105913181,0
37779,1059195808,1
22343,1059220152,2
34503,105929162,0
4718,1059291712,0
26734,1059356885,2
49445,1059376371,1
53618,1059403021,0
