participant_id,sequence_id,fold
27610,1009119274,2
25571,1009169722,1
22343,1009189193,4
28656,1009252695,2
61333,1009257874,4
61333,1009349839,4
49445,1009402941,0
4718,1009479323,1
28656,1009548198,2
2044,1009580605,4
16069,1009615872,2
22343,1009635727,4
37779,1009663684,1
37055,1009680251,0
18796,1009688574,3
26734,1009709200,0
22343,1009802736,4
22343,1009896983,4
37055,1009934063,0
16069,1010007890,2
25571,1010052861,1
36257,1010097914,2
36257,1010156369,2
26734,101019962,0
53618,1010235832,0
30680,1010436789,3
26734,1010447253,0
25571,1010464507,1
62590,1010528266,3
2044,1010536015,4
16069,1010611404,2
62590,1010691183,3
55372,1010756359,3
27610,1010770134,2
49445,1010783758,0
30680,1010863103,3
36257,1010879863,2
4718,1010899155,1
22343,1010997099,4
2044,1011023647,4
53618,1011073692,0
36257,1011089379,2
28656,1011131843,2
16069,1011172246,2
61333,1011181704,4
55372,1011293231,3
29302,1011337843,4
37055,1011397240,0
36257,1011428571,2
37055,1011439533,0
62590,1011551679,3
37055,1011584461,0
27610,101159897,2
16069,1011655866,2
32319,1011764636,0
18796,1011866732,3
37055,1011888729,0
34503,1011932931,1
49445,1011951727,0
28656,1012007761,2
16069,1012070725,2
18796,1012095402,3
61333,1012128245,4
34503,1012332717,1
37055,1012399145,0
37779,1012413496,1
28656,1012436204,2
62590,101254820,3
53618,1012549254,0
22343,1012561303,4
34503,1012598310,1
27610,1012711038,2
26734,1012730846,0
28656,1012790943,2
32319,1012792793,0
55372,1012855793,3
18796,1012858295,3
36257,1012920213,2
18796,101294429,3
32319,1012950600,0
62590,1013049724,3
16069,1013086398,2
62590,1013089308,3
62590,1013176670,3
29302,1013221310,4
34503,1013245879,1
28656,1013307113,2
18796,1013323013,3
62590,1013326498,3
55372,1013367191,3
4718,1013423308,1
36257,1013495928,2
22343,1013540347,4
25571,1013541116,1
37779,1013580084,1
16069,1013591180,2
37779,1013612636,1
55372,1013626252,3
53618,1013644801,0
27610,1013671116,2
22343,1013684724,4
18796,1013692040,3
49445,1013743455,0
53618,1013743606,0
18796,1013799623,3
37779,1013826473,1
55372,1013853098,3
34503,1013862460,1
16069,1013865959,2
4718,1013877443,1
53618,1013935760,0
29302,1013950926,4
36257,1013992984,2
30680,1014054229,3
22343,1014090586,4
34503,1014113250,1
53618,1014155374,0
4718,1014158300,1
16069,1014165416,2
2044,1014218227,4
53618,1014231677,0
62590,1014309332,3
2044,1014380301,4
62590,1014384002,3
32319,1014406304,0
34503,1014407590,1
2044,1014413603,4
36257,1014444319,2
32319,1014492439,0
61333,1014607730,4
22343,1014701040,4
36257,1014726001,2
53618,101474393,0
49445,1014762780,0
62590,101481172,3
61333,1014819003,4
29302,1014838286,4
55372,1014894603,3
61333,1014909824,4
27610,1015001652,2
26734,1015074417,0
36257,1015121761,2
36257,1015213362,2
29302,1015218913,4
36257,1015291697,2
37055,1015310004,0
4718,1015341138,1
29302,101535055,4
25571,1015365954,1
37055,1015378275,0
16069,1015381165,2
62590,1015438209,3
34503,1015524947,1
49445,1015554989,0
34503,1015703209,1
25571,1015836290,1
27610,1015872038,2
18796,1015898752,3
36257,1015971577,2
49445,101597212,0
34503,1015991015,1
61333,1016094606,4
36257,1016095044,2
61333,101609823,4
36257,101610040,2
2044,1016122489,4
36257,1016131365,2
61333,1016178453,4
53618,1016188683,0
22343,101620264,4
27610,1016231410,2
32319,1016337310,0
22343,1016351470,4
26734,1016357067,0
34503,1016391462,1
2044,101647228,4
4718,101652313,1
62590,101661345,3
28656,1016658799,2
53618,1016693705,0
32319,1016715012,0
28656,1016730489,2
27610,1016834986,2
37779,1016844567,1
16069,1016860110,2
53618,1016885494,0
36257,1016946023,2
55372,101697989,3
18796,1017029978,3
53618,1017084612,0
32319,1017105712,0
28656,101711203,2
28656,1017166074,2
27610,1017341203,2
29302,1017350755,4
30680,1017428007,3
49445,1017502021,0
62590,1017601410,3
25571,1017647108,1
61333,1017658305,4
49445,1017741837,0
18796,1017765987,3
37055,1017786464,0
18796,1017846424,3
37055,1017929124,0
16069,1017994904,2
53618,1018058233,0
36257,1018108815,2
26734,1018275085,0
28656,1018347883,2
53618,1018357229,0
29302,1018515735,4
55372,1018546863,3
61333,101857536,4
37055,1018622731,0
16069,1018622870,2
36257,1018632617,2
61333,1018651515,4
4718,101865528,1
30680,1018737451,3
32319,1018744120,0
49445,1019060027,0
62590,101907510,3
16069,1019148599,2
32319,1019224704,0
18796,1019274093,3
32319,1019292479,0
37055,101940165,0
18796,1019494452,3
16069,1019501034,2
34503,1019518672,1
29302,1019520915,4
26734,1019555958,0
4718,1019569080,1
37779,1019604830,1
25571,1019642247,1
32319,1019705591,0
27610,1019707437,2
29302,1019710754,4
61333,1019716343,4
62590,1019811096,3
49445,1019877891,0
2044,101990054,4
49445,1019972081,0
37055,1020065367,0
25571,102010923,1
32319,1020163368,0
55372,1020175204,3
30680,102024546,3
49445,1020308865,0
29302,1020325960,4
18796,1020380433,3
26734,102039350,0
36257,1020396165,2
18796,1020431771,3
62590,1020492846,3
27610,1020513347,2
34503,1020522023,1
37055,1020571089,0
62590,1020636691,3
62590,1020690251,3
61333,1020752524,4
27610,1020804612,2
22343,1020848799,4
16069,1020928630,2
53618,1020960313,0
55372,1020961825,3
27610,1021102195,2
61333,102114016,4
18796,1021141589,3
36257,1021205595,2
26734,1021210160,0
2044,1021210853,4
16069,1021266562,2
53618,1021288255,0
30680,1021381332,3
27610,1021439238,2
55372,1021460879,3
37055,10214767,0
30680,1021547319,3
53618,1021561409,0
26734,1021570461,0
28656,1021572113,2
29302,1021619518,4
37055,1021653641,0
25571,1021810345,1
49445,1021884782,0
34503,1021900105,1
32319,1021901003,0
36257,1021976057,2
61333,1021999395,4
34503,1022004947,1
16069,1022015590,2
18796,1022069907,3
61333,102207132,4
37779,102212493,1
25571,1022152273,1
18796,1022159277,3
36257,1022238114,2
55372,1022298930,3
37055,1022310546,0
61333,1022328281,4
61333,1022328820,4
29302,1022485264,4
22343,1022563534,4
28656,1022664925,2
34503,1022718935,1
55372,1022731463,3
55372,1022797132,3
2044,1022861015,4
27610,1022982616,2
55372,1023019419,3
16069,1023028670,2
37055,1023066801,0
22343,1023083089,4
34503,1023107599,1
18796,1023157153,3
36257,1023170909,2
61333,1023203267,4
62590,1023256181,3
25571,1023273722,1
55372,1023362520,3
27610,1023378172,2
49445,1023395451,0
55372,1023415835,3
26734,1023536143,0
49445,1023585966,0
37055,1023609524,0
37055,1023658142,0
37779,1023675829,1
36257,1023708942,2
32319,1023886398,0
61333,1023892194,4
18796,1023910448,3
49445,1023919338,0
26734,1023936310,0
55372,1023994830,3
18796,1024010450,3
53618,1024138460,0
16069,1024145381,2
49445,102425033,0
34503,102431712,1
28656,1024384339,2
29302,1024394310,4
29302,102447911,4
2044,1024506547,4
16069,1024548724,2
34503,1024551261,1
22343,1024581616,4
2044,1024673535,4
61333,1024693162,4
18796,1024708488,3
37779,1024817462,1
16069,1024902370,2
61333,1024910426,4
53618,1024964075,0
37779,1024967173,1
26734,1024971670,0
49445,1024980485,0
29302,1024991396,4
29302,102499449,4
36257,1024994942,2
61333,1025015505,4
37779,102503366,1
16069,1025039170,2
27610,1025080466,2
36257,1025094898,2
30680,102509982,3
18796,1025116466,3
55372,1025172316,3
29302,1025214855,4
34503,1025236508,1
25571,1025250464,1
28656,1025265392,2
49445,1025280596,0
61333,1025291620,4
49445,1025406501,0
16069,1025416543,2
49445,1025455481,0
37055,1025510427,0
32319,1025518360,0
34503,102553682,1
62590,1025568842,3
22343,1025591075,4
2044,1025699944,4
28656,1025799820,2
53618,1025808828,0
29302,1025956662,4
22343,1025979528,4
34503,1025998316,1
49445,1026021808,0
22343,1026057418,4
18796,1026057601,3
36257,1026135136,2
55372,1026138898,3
16069,1026300846,2
49445,1026329560,0
2044,1026329748,4
27610,1026387183,2
61333,1026423099,4
4718,1026522211,1
32319,1026526321,0
62590,1026529150,3
18796,1026568164,3
53618,1026575350,0
30680,1026602539,3
37055,1026623580,0
18796,1026681929,3
27610,1026705487,2
29302,1026739773,4
26734,1026803361,0
61333,1026810748,4
4718,1026867327,1
22343,1027052313,4
26734,1027079546,0
28656,1027101383,2
18796,1027111435,3
4718,102726767,1
32319,1027379643,0
62590,1027391960,3
49445,1027422830,0
37779,1027446039,1
28656,1027470238,2
2044,1027509344,4
27610,1027533264,2
62590,1027536161,3
29302,1027576970,4
34503,1027594446,1
25571,1027648215,1
53618,1027749514,0
37055,1027765565,0
27610,1027856890,2
26734,1027864024,0
2044,1027900681,4
62590,1027923845,3
37055,1027979942,0
29302,1028144547,4
28656,1028173090,2
55372,1028182634,3
32319,1028243957,0
4718,1028248004,1
29302,1028255234,4
32319,1028374583,0
61333,1028412735,4
32319,102844340,0
34503,1028459881,1
62590,102847810,3
2044,1028534474,4
26734,1028583838,0
61333,1028627065,4
34503,1028641963,1
62590,1028680354,3
55372,1028759074,3
55372,1028804567,3
2044,102890097,4
61333,1028905328,4
16069,1028981073,2
18796,1029012874,3
53618,1029056550,0
32319,1029081818,0
16069,1029270291,2
61333,1029286746,4
2044,10293515,4
34503,1029445326,1
32319,1029531333,0
25571,1029561256,1
2044,1029613352,4
61333,1029617697,4
25571,1029620954,1
30680,1029641741,3
29302,1029642842,4
26734,1029646763,0
30680,1029676177,3
26734,1029689790,0
30680,1029829062,3
18796,1029866550,3
49445,1029897245,0
49445,102996030,0
32319,1030041990,0
22343,1030054976,4
49445,1030121388,0
34503,1030208864,1
27610,1030256097,2
49445,1030261032,0
49445,1030274639,0
36257,1030305601,2
22343,1030332744,4
61333,10303548,4
30680,1030388949,3
29302,1030406748,4
18796,1030417467,3
2044,1030434653,4
34503,1030593330,1
37779,1030613243,1
22343,1030724797,4
36257,1030751383,2
22343,1030772350,4
26734,1030798091,0
34503,1030812013,1
4718,1030853086,1
53618,1030910923,0
25571,1030989750,1
4718,1030999521,1
62590,1031010390,3
26734,1031015086,0
34503,1031058936,1
2044,103107391,4
36257,1031139337,2
29302,1031198503,4
27610,1031264647,2
49445,1031339979,0
18796,103135457,3
28656,1031535584,2
37055,103159994,0
49445,1031646687,0
16069,1031655325,2
27610,1031658415,2
26734,1031687331,0
62590,1031693648,3
16069,1031724967,2
36257,1031804325,2
37779,1031866471,1
53618,1031886162,0
4718,1031918144,1
61333,1031966450,4
36257,1031993453,2
32319,1032050962,0
62590,1032052342,3
27610,103207358,2
22343,1032077953,4
28656,1032234141,2
16069,1032250678,2
27610,1032349681,2
49445,1032494807,0
22343,1032529539,4
32319,103254964,0
61333,1032553268,4
34503,1032597281,1
30680,1032653915,3
55372,1032732873,3
55372,1032786023,3
25571,103287993,1
32319,1032960004,0
36257,1032986060,2
37055,1032989664,0
36257,1033007049,2
53618,1033017715,0
34503,1033041369,1
37779,103306512,1
26734,1033074883,0
26734,1033117343,0
28656,1033147866,2
37779,1033157961,1
37779,1033181756,1
27610,1033189503,2
53618,1033205678,0
25571,1033234136,1
36257,1033356370,2
49445,1033363053,0
26734,1033366533,0
32319,1033479208,0
49445,1033488753,0
37055,1033534525,0
55372,1033624602,3
16069,1033652090,2
61333,1033678481,4
2044,1033683305,4
30680,1033713533,3
32319,103376986,0
53618,1033802210,0
29302,1033803947,4
26734,1033908380,0
36257,1033988482,2
22343,10339979,4
29302,1034032131,4
55372,1034040233,3
49445,1034040827,0
37055,1034102348,0
62590,1034107946,3
18796,1034110468,3
27610,1034207567,2
22343,1034274193,4
30680,1034278983,3
27610,1034334073,2
55372,1034356838,3
34503,1034411879,1
16069,103441466,2
36257,1034423299,2
2044,103445643,4
49445,1034459795,0
55372,1034476603,3
22343,103448591,4
62590,1034534475,3
53618,1034631660,0
37779,1034670586,1
37055,1034699789,0
37055,1034701769,0
22343,1034721067,4
29302,1034826619,4
61333,1034854052,4
62590,1034885086,3
26734,1034890958,0
2044,1034891803,4
25571,1034951137,1
27610,1034965249,2
32319,1034966380,0
49445,1035013846,0
25571,1035084295,1
26734,103511393,0
2044,1035224046,4
34503,103525223,1
2044,1035280010,4
55372,1035285322,3
61333,1035296890,4
37779,1035321681,1
22343,1035403110,4
55372,1035456503,3
22343,1035512598,4
53618,1035558000,0
62590,1035565428,3
53618,1035578639,0
30680,103559943,3
37779,1035600457,1
4718,1035642852,1
53618,1035730875,0
32319,1035840159,0
49445,1035864763,0
16069,1035872222,2
49445,1035984006,0
32319,103602887,0
27610,1036196695,2
32319,1036252951,0
55372,1036285042,3
37779,1036359686,1
34503,1036379240,1
22343,1036421289,4
32319,1036450361,0
55372,1036533768,3
30680,1036539894,3
22343,1036548519,4
25571,1036570100,1
34503,1036612603,1
53618,1036645201,0
37055,1036840165,0
34503,1036918932,1
62590,1036933165,3
49445,1036963710,0
61333,103696964,4
55372,1036976480,3
55372,1037054760,3
26734,1037101906,0
29302,1037194971,4
28656,1037251077,2
18796,1037272350,3
61333,1037367912,4
22343,1037409046,4
26734,1037419312,0
62590,1037505477,3
34503,1037544520,1
36257,1037679953,2
32319,1037905016,0
4718,1037906172,1
53618,1037908412,0
62590,1037947715,3
4718,1037988102,1
18796,1037994241,3
62590,1038000543,3
2044,1038041627,4
4718,1038078616,1
49445,1038127473,0
37055,1038143759,0
37779,1038164030,1
36257,103822726,2
29302,1038249738,4
32319,1038257535,0
26734,1038270357,0
4718,1038283720,1
2044,1038299447,4
2044,1038300531,4
32319,10384674,0
29302,1038478644,4
36257,1038497922,2
37779,1038571512,1
4718,1038582543,1
53618,1038643940,0
55372,103874012,3
22343,1038749660,4
27610,1038766651,2
30680,1038775117,3
28656,1038816212,2
55372,1038833989,3
34503,1038859387,1
36257,1038912136,2
30680,1038934108,3
30680,1039062493,3
37779,103910369,1
27610,1039127136,2
4718,1039139776,1
62590,1039263697,3
18796,1039289937,3
61333,1039386922,4
37055,1039398151,0
2044,1039405470,4
26734,1039422261,0
18796,1039427744,3
55372,103948068,3
55372,1039567830,3
4718,1039663107,1
55372,1039674858,3
37055,1039700265,0
26734,1039813255,0
29302,1039823361,4
53618,1039826813,0
27610,1039853759,2
28656,1039857466,2
37779,10398646,1
49445,1039908176,0
53618,1039933323,0
53618,1039995284,0
53618,10400019,0
61333,1040007027,4
37055,1040012767,0
18796,1040013639,3
37055,1040070657,0
25571,1040080251,1
53618,1040091276,0
27610,1040187339,2
2044,1040195717,4
26734,1040227886,0
61333,1040259915,4
37779,1040304860,1
16069,1040327703,2
55372,1040331541,3
26734,1040364449,0
26734,1040367401,0
16069,1040555625,2
49445,1040600536,0
49445,104061906,0
29302,1040682636,4
22343,1040768841,4
36257,1040779523,2
34503,1040862463,1
29302,1040875819,4
2044,1040944803,4
37779,1041014537,1
62590,1041048209,3
37779,10410955,1
29302,1041199032,4
36257,1041242608,2
26734,1041279850,0
30680,10412885,3
55372,1041298333,3
37055,1041303217,0
62590,1041304780,3
37055,1041325899,0
29302,1041368107,4
30680,1041371908,3
37779,1041375747,1
4718,1041421776,1
55372,1041464458,3
4718,104148194,1
53618,1041494152,0
53618,104149588,0
22343,1041640986,4
27610,1041695109,2
18796,1041729682,3
28656,1041739351,2
25571,1041787565,1
26734,1041793625,0
37779,1041802107,1
37055,1041824547,0
34503,1041845026,1
62590,1041859085,3
18796,1041866445,3
25571,1041888943,1
61333,1041928684,4
16069,1042104767,2
26734,1042175264,0
53618,1042235492,0
29302,1042256889,4
16069,1042272721,2
49445,1042278290,0
62590,1042295381,3
28656,1042331405,2
22343,1042366453,4
55372,1042379551,3
55372,104238255,3
34503,1042395427,1
34503,1042452388,1
27610,1042544446,2
53618,1042569027,0
4718,1042662858,1
49445,1042697982,0
2044,1042730912,4
37055,1042766949,0
25571,1042775189,1
27610,1042805901,2
34503,1042842785,1
53618,1042874485,0
22343,1042877364,4
26734,1042895453,0
32319,1042920123,0
32319,104292849,0
34503,1042995708,1
4718,1043017304,1
36257,1043061666,2
26734,1043066340,0
4718,1043117617,1
61333,104312539,4
4718,1043224799,1
49445,1043321984,0
61333,1043568687,4
32319,1043726371,0
26734,1043734092,0
25571,1043752485,1
25571,1043768685,1
37055,1043774222,0
30680,1043840094,3
61333,1043846192,4
55372,1043911310,3
27610,1043917700,2
53618,1043964363,0
36257,1043973118,2
2044,1043975924,4
55372,104399167,3
29302,1044050777,4
53618,1044100553,0
53618,1044118052,0
55372,1044122718,3
36257,1044130439,2
18796,1044159223,3
49445,1044159483,0
29302,1044166375,4
28656,1044177843,2
37779,1044179662,1
53618,1044268814,0
28656,1044276250,2
53618,1044296804,0
36257,1044409053,2
37055,1044425550,0
2044,1044479555,4
37055,1044500684,0
29302,104454935,4
27610,1044589393,2
37779,1044598974,1
27610,1044662280,2
27610,1044668832,2
16069,1044708688,2
37779,1044728730,1
62590,1044729798,3
37779,1044825469,1
37055,1044827182,0
37779,1044968368,1
49445,1045056381,0
37779,1045086453,1
32319,1045086950,0
49445,1045114673,0
53618,1045215454,0
53618,1045255796,0
32319,1045258570,0
53618,1045269533,0
25571,1045319821,1
49445,1045321300,0
29302,1045448341,4
27610,1045463707,2
53618,1045478644,0
29302,104550800,4
16069,1045510771,2
53618,1045515676,0
36257,1045550713,2
18796,1045566902,3
22343,1045643325,4
22343,1045664268,4
49445,1045704130,0
62590,1045787067,3
25571,1045793732,1
37779,104583781,1
29302,1045855826,4
32319,1045887242,0
27610,1045949632,2
18796,1046137044,3
36257,1046162244,2
18796,1046179649,3
26734,1046246037,0
62590,104633332,3
49445,1046442307,0
37055,1046463258,0
18796,1046474374,3
55372,104649498,3
32319,1046513185,0
37055,104652110,0
27610,1046628782,2
62590,104663714,3
37055,1046725989,0
16069,1046796659,2
27610,1046805519,2
34503,1046816180,1
62590,1046889917,3
36257,1046960010,2
49445,104698648,0
55372,1047009010,3
49445,1047046743,0
30680,1047094149,3
62590,1047094338,3
37055,1047094994,0
4718,1047126044,1
22343,1047151249,4
2044,1047203339,4
30680,104723878,3
25571,1047322897,1
28656,1047364446,2
61333,1047407518,4
49445,1047492664,0
22343,104756389,4
61333,1047588917,4
28656,104761710,2
61333,1047646329,4
27610,1047704230,2
27610,1047706700,2
61333,1047781271,4
27610,1047783917,2
29302,1047831359,4
61333,1047842946,4
22343,1047855691,4
29302,1047880719,4
2044,1047894514,4
29302,1047928737,4
36257,1047946626,2
61333,104795088,4
37779,1047968766,1
29302,1048033497,4
36257,104804968,2
16069,1048119697,2
61333,1048128361,4
22343,1048164520,4
28656,1048182726,2
37055,1048201656,0
26734,1048231757,0
62590,1048270730,3
26734,1048321924,0
53618,1048337666,0
16069,104843486,2
49445,1048478176,0
25571,1048480380,1
32319,1048490799,0
34503,1048506095,1
22343,1048599802,4
30680,1048601140,3
26734,1048634291,0
29302,1048661021,4
29302,1048663259,4
25571,1048720861,1
49445,1048722379,0
53618,1048727150,0
34503,1048751747,1
61333,104882422,4
26734,1048909726,0
37779,1049102978,1
36257,1049139592,2
22343,1049166340,4
22343,1049170200,4
37779,104919997,1
29302,1049246757,4
55372,1049333044,3
55372,1049357729,3
2044,1049406547,4
2044,1049435447,4
37779,1049441464,1
55372,1049446909,3
62590,104949768,3
32319,1049501001,0
61333,1049503265,4
25571,1049521508,1
37055,1049534022,0
37779,1049583351,1
62590,1049587865,3
49445,1049674516,0
26734,1049674720,0
25571,1049699520,1
34503,1049849883,1
32319,1049896113,0
37779,1049921277,1
30680,1049999808,3
32319,1050027994,0
27610,1050083074,2
4718,1050111178,1
16069,1050178503,2
22343,1050223528,4
25571,1050254159,1
16069,1050287724,2
28656,1050328104,2
62590,1050340236,3
36257,1050467395,2
26734,105049882,0
34503,1050515756,1
28656,1050526943,2
53618,1050553083,0
37779,1050554554,1
37055,1050619784,0
18796,1050640176,3
25571,1050684799,1
16069,1050720689,2
32319,1050735060,0
2044,105089559,4
36257,1050905155,2
28656,1050917557,2
25571,1050988735,1
36257,1050993014,2
30680,105103490,3
30680,1051089496,3
36257,1051152315,2
62590,1051197128,3
37779,1051280106,1
62590,1051292249,3
53618,1051312494,0
62590,1051314444,3
2044,1051321002,4
49445,1051385149,0
37055,1051481827,0
37055,1051611208,0
36257,1051761094,2
32319,105176252,0
25571,1051788823,1
16069,1051872288,2
26734,1051922958,0
55372,105198856,3
62590,1052027138,3
34503,1052027367,1
27610,1052028157,2
37055,1052055975,0
34503,1052088640,1
53618,1052165221,0
36257,1052250735,2
36257,1052304950,2
29302,105239699,4
16069,1052465672,2
30680,1052573007,3
26734,1052630803,0
22343,1052630954,4
34503,1052787325,1
27610,1052839828,2
30680,1052878223,3
26734,1052889822,0
30680,1052907694,3
4718,1052998573,1
28656,1053045836,2
32319,1053115786,0
18796,105312628,3
61333,1053195905,4
34503,1053352452,1
55372,1053354029,3
37779,1053430004,1
49445,1053467149,0
55372,105348910,3
62590,1053494625,3
26734,1053537829,0
28656,1053570209,2
16069,1053573508,2
2044,1053585681,4
2044,1053608274,4
34503,1053641484,1
55372,1053698730,3
27610,1053761982,2
37779,1053804183,1
55372,1053886416,3
49445,1053909655,0
32319,1053911557,0
27610,1053918309,2
18796,1053957562,3
37055,1054045464,0
28656,1054086064,2
29302,1054092160,4
37779,1054101510,1
4718,1054103924,1
2044,1054127925,4
27610,1054134886,2
53618,105413914,0
27610,1054282386,2
18796,1054298247,3
29302,1054406983,4
29302,1054418038,4
37779,1054428699,1
25571,1054525789,1
61333,1054639191,4
55372,1054641459,3
18796,1054709364,3
27610,1054726319,2
25571,1054749735,1
49445,1054778499,0
22343,1054794425,4
49445,1054875916,0
27610,1054923309,2
36257,105496740,2
37055,1054971688,0
26734,1055057393,0
18796,1055095592,3
2044,1055301759,4
25571,1055324172,1
27610,105533801,2
36257,1055363558,2
34503,1055396085,1
27610,1055419438,2
37055,1055426700,0
32319,105544881,0
53618,1055514052,0
37779,1055517962,1
29302,1055652231,4
30680,1055715802,3
37055,1055777257,0
28656,1055824014,2
27610,1055856851,2
18796,1055908167,3
18796,1055994060,3
28656,1056048122,2
27610,1056131570,2
16069,1056164815,2
27610,1056311219,2
2044,1056323405,4
49445,1056438401,0
2044,1056446974,4
22343,1056524239,4
29302,1056554709,4
36257,1056679118,2
4718,1056719555,1
55372,1056759245,3
53618,105677162,0
37055,105678611,0
55372,105680464,3
37055,1056853077,0
36257,1056868215,2
18796,1056922911,3
55372,1057022232,3
34503,1057109673,1
37055,1057134330,0
29302,1057152054,4
4718,1057166317,1
53618,1057266470,0
61333,1057346144,4
53618,1057383307,0
32319,1057404158,0
27610,1057449084,2
29302,1057499374,4
55372,1057505190,3
2044,105769977,4
29302,1057708806,4
34503,1057719699,1
55372,1057732888,3
55372,1057790660,3
16069,1057811877,2
62590,1057819205,3
18796,1057829703,3
28656,1057839157,2
26734,1057853692,0
36257,1057913373,2
37055,1057947595,0
37779,1057951924,1
32319,1057980872,0
32319,1058058634,0
37779,1058066600,1
34503,1058130659,1
25571,1058180428,1
29302,1058373924,4
26734,1058448476,0
37055,1058477924,0
4718,1058486708,1
16069,1058559253,2
27610,1058733076,2
49445,1058743977,0
27610,10587460,2
36257,1058811113,2
26734,105897288,0
28656,10590618,2
27610,105910120,2
16069,105913181,2
37779,1059195808,1
22343,1059220152,4
34503,105929162,1
4718,1059291712,1
26734,1059356885,0
49445,1059376371,0
53618,1059403021,0
